Area,Reward,Environment Type,Algorithm,Episodes,Max Sumo Steps,Traffic Scale,Seed,Runned By,Reward of Last Episode,Average Reward for Evaluated Episodes,Derivative of Reward,Waiting Time,Speed,Depart Delay,Time Loss,Waiting Car,Total Time,Device,Notes,Study Group
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫38,0,Marwa,27.974000930786133,70.7598879635334,4.946964263916016,22.01,24.95,716.74,109.16,2272.0,7.305,I5,,Episode Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫14,0,Marwa,24.152000427246094,73.9806145131588,-0.5867290496826172,21.77,27.34,346.82,110.17,401.0,31.018,i5,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫14,1,Marwa,20.386999130249023,69.5590890944004,0.7817802429199219,20.85,27.02,345.73,110.47,401.0,12.608,i5,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫14,2,Marwa,22.152000427246094,34.96197587251663,1.6194000244140625,19.92,27.26,340.94,109.09,398.0,12.138,I5,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫14,3,Taha,31.096,69.281,12.24,19.73,27.8,343.63,107.28,399,14.442,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫38,0,Taha,28.348,37.624,6.29,25.57,24.89,716.4,113.46,2274,15.912,colab,,Algorithm Performance; Episode Effect; Max Sumo Steps Effect; Reward Function Effect; Environment Type Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫38,1,Taha,26.403,70.51,4.89,25.41,25.22,719.69,112.54,2273,15.902,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫38,2,Taha,29.7,73.4,8.3,24.8,25.44,718.25,112.14,2277,15.961,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫38,3,Taha,31.708,70.983,12.35,23.8,25.72,713.26,109.77,2269,16.078,colab,enabled variation in action,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫38,0,Taha,24.238,51.374,7.87,24.32,25.9,519.88,108.44,1693,13.255,colab,,Max Sumo Steps Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫38,0,Taha,49.6,160.199,6.27,31.79,25.14,1497.18,121.3,4708,21.915,colab,results after evaluating --strange reward on evaluate is largr,Max Sumo Steps Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫38,0,Taha,31.77,69.458,9.7,21.6,24.82,714.38,108.33,2269,43.562,colab,high variance in evaluate,Episode Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,PPO,1000,4000,0٫38,mean,,,,,,,,,,,,,
